measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,American Samoa,Male,Age-standardized,Depressive disorders,Percent,1991,0.023792877626022318,0.027922096104930964,0.020426062814102787
Prevalence,American Samoa,Female,Age-standardized,Depressive disorders,Percent,1991,0.032644522379120036,0.03857359022326131,0.027854929184269062
Prevalence,Cameroon,Male,Age-standardized,Depressive disorders,Percent,1991,0.035334210365618596,0.04036339509759322,0.030726956544226837
Prevalence,Cameroon,Female,Age-standardized,Depressive disorders,Percent,1991,0.054473638578819025,0.06216631976942923,0.047283458533859506
Prevalence,Haiti,Male,Age-standardized,Depressive disorders,Percent,1991,0.026734796333747157,0.0307784623500825,0.023102734385114516
Prevalence,Haiti,Female,Age-standardized,Depressive disorders,Percent,1991,0.04781582060543141,0.05507607751822741,0.04125847477577577
Prevalence,Colombia,Male,Age-standardized,Depressive disorders,Percent,1991,0.022246395463624672,0.025694217285681397,0.019475830242717696
Prevalence,Colombia,Female,Age-standardized,Depressive disorders,Percent,1991,0.027523591194189435,0.031814334645952735,0.02395516620084243
Prevalence,Yemen,Male,Age-standardized,Depressive disorders,Percent,1990,0.03841664538224599,0.04489605151226261,0.032998110369541644
Prevalence,Yemen,Female,Age-standardized,Depressive disorders,Percent,1990,0.06041220202475766,0.06985216057178922,0.05192075664496292
Prevalence,Samoa,Male,Age-standardized,Depressive disorders,Percent,1991,0.027004358279414057,0.03143025314113778,0.02322066292138604
Prevalence,Samoa,Female,Age-standardized,Depressive disorders,Percent,1991,0.03476308863379928,0.04069638157447562,0.029613962628670516
Prevalence,Guyana,Male,Age-standardized,Depressive disorders,Percent,1990,0.035485394599124316,0.04073764880358398,0.030868053283711738
Prevalence,Guyana,Female,Age-standardized,Depressive disorders,Percent,1990,0.05801075244231688,0.06748512575442615,0.05043105212923585
Prevalence,Paraguay,Male,Age-standardized,Depressive disorders,Percent,1991,0.021407255647948275,0.024957431890254903,0.01873141779045893
Prevalence,Paraguay,Female,Age-standardized,Depressive disorders,Percent,1991,0.05102274509986393,0.05873364336928978,0.04428783673551833
Prevalence,Mauritania,Male,Age-standardized,Depressive disorders,Percent,1990,0.03388617344702568,0.03885335809623552,0.029308406667391006
Prevalence,Mauritania,Female,Age-standardized,Depressive disorders,Percent,1990,0.042475233441242266,0.04938175874884334,0.0364932108109158
Prevalence,Sweden,Male,Age-standardized,Depressive disorders,Percent,1991,0.032312122427477,0.03580299661714348,0.029102695678026286
Prevalence,Sweden,Female,Age-standardized,Depressive disorders,Percent,1991,0.05900212672697387,0.06564369185121383,0.052937294078068436
Prevalence,Central African Republic,Male,Age-standardized,Depressive disorders,Percent,1991,0.052805937220551914,0.060445121067678555,0.04577975961499526
Prevalence,Central African Republic,Female,Age-standardized,Depressive disorders,Percent,1991,0.0673875438864757,0.07721159662569152,0.05815280637205415
Prevalence,Burkina Faso,Male,Age-standardized,Depressive disorders,Percent,1990,0.038537884799246906,0.04420688867976441,0.03368505649366675
Prevalence,Burkina Faso,Female,Age-standardized,Depressive disorders,Percent,1990,0.04996907334988155,0.05716494039845815,0.04360466128978793
Prevalence,Australia,Male,Age-standardized,Depressive disorders,Percent,1991,0.04084172819059068,0.04677554627534452,0.036001798999573585
Prevalence,Australia,Female,Age-standardized,Depressive disorders,Percent,1991,0.05534404420561403,0.061882385672115334,0.049832749049770995
Prevalence,Eritrea,Male,Age-standardized,Depressive disorders,Percent,1990,0.04219828359128137,0.04824086539512442,0.036626174914926264
Prevalence,Eritrea,Female,Age-standardized,Depressive disorders,Percent,1990,0.058950885585160887,0.0677444128389388,0.051434976439309346
Prevalence,Sudan,Male,Age-standardized,Depressive disorders,Percent,1990,0.03895722854444877,0.045451664591570864,0.033650337031506515
Prevalence,Sudan,Female,Age-standardized,Depressive disorders,Percent,1990,0.053575327129167925,0.0619230821747517,0.04624915893577613
Prevalence,Hungary,Male,Age-standardized,Depressive disorders,Percent,1990,0.02575942025215701,0.029986466310344066,0.02245656305567561
Prevalence,Hungary,Female,Age-standardized,Depressive disorders,Percent,1990,0.0449213100370939,0.051659436981883224,0.039503109632401216
Prevalence,Kyrgyzstan,Male,Age-standardized,Depressive disorders,Percent,1990,0.029775416998402228,0.03451323754431364,0.025894201926652795
Prevalence,Kyrgyzstan,Female,Age-standardized,Depressive disorders,Percent,1990,0.04478187580130663,0.05102765167840454,0.03929849494213891
Prevalence,South Sudan,Male,Age-standardized,Depressive disorders,Percent,1990,0.03841459001233291,0.04394809096086258,0.033147693366354467
Prevalence,South Sudan,Female,Age-standardized,Depressive disorders,Percent,1990,0.05710488626173418,0.06548456965535018,0.04974404003229674
Prevalence,North Macedonia,Male,Age-standardized,Depressive disorders,Percent,1991,0.019292944186296804,0.023193408458379604,0.016518313381844837
Prevalence,North Macedonia,Female,Age-standardized,Depressive disorders,Percent,1991,0.03763408442342742,0.043144618735311766,0.032876328391767386
Prevalence,Haiti,Male,Age-standardized,Depressive disorders,Percent,1990,0.02674669633104511,0.03077601054501038,0.023269200048819064
Prevalence,Haiti,Female,Age-standardized,Depressive disorders,Percent,1990,0.04802444357290358,0.055380386747718474,0.04134281841215153
Prevalence,Central African Republic,Male,Age-standardized,Depressive disorders,Percent,1990,0.05279987052821637,0.06057451317047646,0.045571375722595744
Prevalence,Central African Republic,Female,Age-standardized,Depressive disorders,Percent,1990,0.06726502337528996,0.07720160695071043,0.057728171993777576
Prevalence,China,Male,Age-standardized,Depressive disorders,Percent,1991,0.024054963466170882,0.026679865238957632,0.021626651190002906
Prevalence,China,Female,Age-standardized,Depressive disorders,Percent,1991,0.03978434632528112,0.04401402379382115,0.03595524632095905
Prevalence,Kenya,Male,Age-standardized,Depressive disorders,Percent,1991,0.0417041679381522,0.046031473381872925,0.03764550618300378
Prevalence,Kenya,Female,Age-standardized,Depressive disorders,Percent,1991,0.05944901645028368,0.0658320251524481,0.053615891608474846
Prevalence,Cabo Verde,Male,Age-standardized,Depressive disorders,Percent,1991,0.041361614455172564,0.04751893575234486,0.035925582959770594
Prevalence,Cabo Verde,Female,Age-standardized,Depressive disorders,Percent,1991,0.05159256558490219,0.05883538196842012,0.044576840367469665
Prevalence,Sri Lanka,Male,Age-standardized,Depressive disorders,Percent,1991,0.030597839014261254,0.03509931217473343,0.026772397056371338
Prevalence,Sri Lanka,Female,Age-standardized,Depressive disorders,Percent,1991,0.03871903806387248,0.044654342068662124,0.033640496415621154
Prevalence,Cameroon,Male,Age-standardized,Depressive disorders,Percent,1990,0.03527037099217982,0.04066068644398592,0.03061333977975819
Prevalence,Cameroon,Female,Age-standardized,Depressive disorders,Percent,1990,0.054410176949420165,0.06221412390676884,0.04702646488007248
Prevalence,Libya,Male,Age-standardized,Depressive disorders,Percent,1990,0.03624325796210345,0.04207496990006706,0.03154101061609438
Prevalence,Libya,Female,Age-standardized,Depressive disorders,Percent,1990,0.053126455380991415,0.06173911432011799,0.045942370767542394
Prevalence,American Samoa,Male,Age-standardized,Depressive disorders,Percent,1990,0.023871792023295306,0.02805084618192986,0.02043326858346689
Prevalence,American Samoa,Female,Age-standardized,Depressive disorders,Percent,1990,0.03272977934264356,0.038645613353905144,0.028063275948001884
Prevalence,Myanmar,Male,Age-standardized,Depressive disorders,Percent,1990,0.01943201967278691,0.023306004431135688,0.01645398561087061
Prevalence,Myanmar,Female,Age-standardized,Depressive disorders,Percent,1990,0.02488476491552853,0.030453594244547317,0.020772250006280222
Prevalence,Papua New Guinea,Male,Age-standardized,Depressive disorders,Percent,1990,0.02775439127563275,0.03222346358740064,0.023885537245507855
Prevalence,Papua New Guinea,Female,Age-standardized,Depressive disorders,Percent,1990,0.03700320901021486,0.043102823352255785,0.03182398575353373
Prevalence,Jamaica,Male,Age-standardized,Depressive disorders,Percent,1991,0.02158138144164144,0.024970928823671006,0.018673768345734632
Prevalence,Jamaica,Female,Age-standardized,Depressive disorders,Percent,1991,0.03974002780828434,0.04671355959062807,0.03416076260042582
Prevalence,Switzerland,Male,Age-standardized,Depressive disorders,Percent,1991,0.03824326045592329,0.04362249323659178,0.033719803207048614
Prevalence,Switzerland,Female,Age-standardized,Depressive disorders,Percent,1991,0.057293949343125816,0.06519868809682118,0.05041785549282425
Prevalence,Ethiopia,Male,Age-standardized,Depressive disorders,Percent,1990,0.04585312886891704,0.05132904439100608,0.040731312927474936
Prevalence,Ethiopia,Female,Age-standardized,Depressive disorders,Percent,1990,0.05667974636791322,0.0634231576228465,0.050706351279127856
Prevalence,Zambia,Male,Age-standardized,Depressive disorders,Percent,1990,0.035165334798581686,0.04068587066718991,0.030486730718171873
Prevalence,Zambia,Female,Age-standardized,Depressive disorders,Percent,1990,0.04970868006899001,0.057883232653962544,0.04242814701570046
Prevalence,China,Male,Age-standardized,Depressive disorders,Percent,1990,0.023172620138365307,0.025778318971895905,0.02084316518794285
Prevalence,China,Female,Age-standardized,Depressive disorders,Percent,1990,0.03944268310690348,0.04367979887685471,0.03552192104324698
Prevalence,Lithuania,Male,Age-standardized,Depressive disorders,Percent,1990,0.03664624324984562,0.04180247719440603,0.03221193379956913
Prevalence,Lithuania,Female,Age-standardized,Depressive disorders,Percent,1990,0.05222826417805595,0.05979391661656568,0.045063060594651184
Prevalence,Congo,Male,Age-standardized,Depressive disorders,Percent,1991,0.05194505207122512,0.0593703633825451,0.04545562740169214
Prevalence,Congo,Female,Age-standardized,Depressive disorders,Percent,1991,0.06756090935099877,0.07821092269341041,0.05837354797071536
Prevalence,Antigua and Barbuda,Male,Age-standardized,Depressive disorders,Percent,1991,0.021460776976170666,0.024956613086328478,0.018622334249795612
Prevalence,Antigua and Barbuda,Female,Age-standardized,Depressive disorders,Percent,1991,0.03956570773965912,0.046083940570823725,0.033955511470002
Prevalence,Morocco,Male,Age-standardized,Depressive disorders,Percent,1991,0.04303059877196142,0.04958341334700655,0.037289218477352754
Prevalence,Morocco,Female,Age-standardized,Depressive disorders,Percent,1991,0.06364506508337908,0.07319303251611939,0.05560627789564949
Prevalence,Botswana,Male,Age-standardized,Depressive disorders,Percent,1991,0.03473755217204156,0.03963517088597073,0.03001745684230779
Prevalence,Botswana,Female,Age-standardized,Depressive disorders,Percent,1991,0.049360051331250036,0.0568076788081851,0.04255686292448631
Prevalence,Spain,Male,Age-standardized,Depressive disorders,Percent,1990,0.03276295744122459,0.03708364882515656,0.029291322381170902
Prevalence,Spain,Female,Age-standardized,Depressive disorders,Percent,1990,0.055709571258176646,0.06137158589915013,0.05089385617715118
Prevalence,Turkmenistan,Male,Age-standardized,Depressive disorders,Percent,1991,0.025306847704639836,0.029316243394696687,0.021858985967818295
Prevalence,Turkmenistan,Female,Age-standardized,Depressive disorders,Percent,1991,0.040774070580552484,0.046608823450528324,0.03580272355335225
Prevalence,Palestine,Male,Age-standardized,Depressive disorders,Percent,1991,0.060272222302769525,0.06967479206400364,0.05260118929557012
Prevalence,Palestine,Female,Age-standardized,Depressive disorders,Percent,1991,0.06989165051998743,0.08088589699592977,0.06012115032065123
Prevalence,New Zealand,Male,Age-standardized,Depressive disorders,Percent,1991,0.03174124014097827,0.03659974940054024,0.027499925064575263
Prevalence,New Zealand,Female,Age-standardized,Depressive disorders,Percent,1991,0.04601449291434946,0.05262812772731392,0.03994187601689068
Prevalence,Tajikistan,Male,Age-standardized,Depressive disorders,Percent,1991,0.022592870987264285,0.02645053188051434,0.019530125039804887
Prevalence,Tajikistan,Female,Age-standardized,Depressive disorders,Percent,1991,0.0385735095451699,0.044311764554294135,0.03378234876212378
Prevalence,Northern Mariana Islands,Male,Age-standardized,Depressive disorders,Percent,1990,0.02566992855960077,0.02996246131708698,0.022046687730991724
Prevalence,Northern Mariana Islands,Female,Age-standardized,Depressive disorders,Percent,1990,0.03157368848712232,0.03780391879042586,0.026736271177025657
Prevalence,Montenegro,Male,Age-standardized,Depressive disorders,Percent,1991,0.020462422731720158,0.024132706067634173,0.017679856053847226
Prevalence,Montenegro,Female,Age-standardized,Depressive disorders,Percent,1991,0.03956923732000099,0.04534926288264371,0.03447273837843635
Prevalence,Greece,Male,Age-standardized,Depressive disorders,Percent,1990,0.04126447391857412,0.04768788087979381,0.035448477571470974
Prevalence,Greece,Female,Age-standardized,Depressive disorders,Percent,1990,0.06511467158132431,0.07575175662880362,0.055828146543949096
Prevalence,Sweden,Male,Age-standardized,Depressive disorders,Percent,1990,0.032178844800206594,0.03581637194334781,0.028837871149964188
Prevalence,Sweden,Female,Age-standardized,Depressive disorders,Percent,1990,0.058504204326175674,0.06530834463995884,0.052594176626620553
Prevalence,Mongolia,Male,Age-standardized,Depressive disorders,Percent,1990,0.0323518897953229,0.037177534298827135,0.028113122493550323
Prevalence,Mongolia,Female,Age-standardized,Depressive disorders,Percent,1990,0.049236282285961955,0.05651121784630965,0.04276093794822348
Prevalence,Bermuda,Male,Age-standardized,Depressive disorders,Percent,1991,0.028041558417524967,0.03204939604848301,0.024562112146501117
Prevalence,Bermuda,Female,Age-standardized,Depressive disorders,Percent,1991,0.04595990618522555,0.05266754827640221,0.03996321282814766
Prevalence,Madagascar,Male,Age-standardized,Depressive disorders,Percent,1991,0.04087833868256082,0.04670677456198921,0.035555838529546885
Prevalence,Madagascar,Female,Age-standardized,Depressive disorders,Percent,1991,0.057084111293651534,0.06534060962839691,0.04951957474994675
Prevalence,Saint Lucia,Male,Age-standardized,Depressive disorders,Percent,1991,0.026638760925447622,0.030683685066505192,0.023185482667068266
Prevalence,Saint Lucia,Female,Age-standardized,Depressive disorders,Percent,1991,0.04029030348095892,0.046602206866890955,0.03482506369536658
Prevalence,Republic of Moldova,Male,Age-standardized,Depressive disorders,Percent,1991,0.03029188185495743,0.03479311361161451,0.026457696297405027
Prevalence,Republic of Moldova,Female,Age-standardized,Depressive disorders,Percent,1991,0.045568134678552454,0.05173360325016031,0.03987390557730241
Prevalence,Senegal,Male,Age-standardized,Depressive disorders,Percent,1991,0.034063859541050456,0.03901549603660668,0.02984234848522239
Prevalence,Senegal,Female,Age-standardized,Depressive disorders,Percent,1991,0.04617421212788317,0.05292422125192508,0.040342642220124535
Prevalence,North Macedonia,Male,Age-standardized,Depressive disorders,Percent,1990,0.01931044120520091,0.02321971122440843,0.016544107786225334
Prevalence,North Macedonia,Female,Age-standardized,Depressive disorders,Percent,1990,0.03765451925038376,0.043142386949245305,0.032775672842486406
Prevalence,Botswana,Male,Age-standardized,Depressive disorders,Percent,1990,0.03455305763922014,0.03965488524398786,0.029780245779150616
Prevalence,Botswana,Female,Age-standardized,Depressive disorders,Percent,1990,0.04911918670633787,0.05658465908816027,0.04251998289214038
Prevalence,Palau,Male,Age-standardized,Depressive disorders,Percent,1991,0.027945128866315862,0.03318017034397869,0.023210658366364427
Prevalence,Palau,Female,Age-standardized,Depressive disorders,Percent,1991,0.037684942740642435,0.04461784730566369,0.03174817231573902
Prevalence,Afghanistan,Male,Age-standardized,Depressive disorders,Percent,1991,0.04293268324862065,0.04956798037818376,0.03704746241780915
Prevalence,Afghanistan,Female,Age-standardized,Depressive disorders,Percent,1991,0.058530783928377704,0.06802528545839369,0.05072060321944754
Prevalence,Iceland,Male,Age-standardized,Depressive disorders,Percent,1991,0.026237976580253095,0.030658853491271842,0.022903114720066304
Prevalence,Iceland,Female,Age-standardized,Depressive disorders,Percent,1991,0.04285852093259645,0.04901528537242493,0.03768489837222711
Prevalence,Philippines,Male,Age-standardized,Depressive disorders,Percent,1990,0.02754108565938219,0.03086554793395843,0.024387687464994354
Prevalence,Philippines,Female,Age-standardized,Depressive disorders,Percent,1990,0.035566003956577566,0.03969776657131721,0.03171998172181125
Prevalence,Democratic People's Republic of Korea,Male,Age-standardized,Depressive disorders,Percent,1991,0.02080621541024586,0.024586894434799993,0.017772703602974265
Prevalence,Democratic People's Republic of Korea,Female,Age-standardized,Depressive disorders,Percent,1991,0.03719254404182411,0.043076412063977165,0.03207406073386442
Prevalence,United Kingdom,Male,Age-standardized,Depressive disorders,Percent,1991,0.04269383954144302,0.047825803650632846,0.03810170133078445
Prevalence,United Kingdom,Female,Age-standardized,Depressive disorders,Percent,1991,0.05385972711779528,0.060586707965577594,0.04804782964650489
Prevalence,Democratic People's Republic of Korea,Male,Age-standardized,Depressive disorders,Percent,1990,0.02082795737231305,0.02457364491978514,0.017795016113407072
Prevalence,Democratic People's Republic of Korea,Female,Age-standardized,Depressive disorders,Percent,1990,0.03726808313065536,0.04340014488562936,0.032005544086852446
Prevalence,Democratic Republic of the Congo,Male,Age-standardized,Depressive disorders,Percent,1991,0.04769922153832236,0.05460855539905586,0.04167231341343165
Prevalence,Democratic Republic of the Congo,Female,Age-standardized,Depressive disorders,Percent,1991,0.06378350929036987,0.0738415031749167,0.05524672715139289
Prevalence,Kenya,Male,Age-standardized,Depressive disorders,Percent,1990,0.04175899030470722,0.04616516547281756,0.03770919809932628
Prevalence,Kenya,Female,Age-standardized,Depressive disorders,Percent,1990,0.059618753295451965,0.06588444197866113,0.05383802382503562
Prevalence,Jamaica,Male,Age-standardized,Depressive disorders,Percent,1990,0.021646790501603546,0.025144740362238564,0.018779626709337898
Prevalence,Jamaica,Female,Age-standardized,Depressive disorders,Percent,1990,0.04034949849515892,0.047194471510059205,0.03459875500486462
Prevalence,Solomon Islands,Male,Age-standardized,Depressive disorders,Percent,1990,0.026878553834391885,0.031187573598943513,0.023082758241283773
Prevalence,Solomon Islands,Female,Age-standardized,Depressive disorders,Percent,1990,0.036514719004234336,0.04246503415527351,0.03147695016903866
Prevalence,Costa Rica,Male,Age-standardized,Depressive disorders,Percent,1990,0.02635083797520292,0.030166117548454177,0.022886923076835552
Prevalence,Costa Rica,Female,Age-standardized,Depressive disorders,Percent,1990,0.03750399987113294,0.04377392295235145,0.032437277234912236
Prevalence,Chad,Male,Age-standardized,Depressive disorders,Percent,1991,0.03928020128523993,0.04499357931985639,0.03420657428772288
Prevalence,Chad,Female,Age-standardized,Depressive disorders,Percent,1991,0.060969445694067134,0.06969800348911127,0.05335880488175779
Prevalence,Tonga,Male,Age-standardized,Depressive disorders,Percent,1991,0.022282295878298584,0.026315822489105058,0.019023460047166818
Prevalence,Tonga,Female,Age-standardized,Depressive disorders,Percent,1991,0.03355481128850715,0.039295707037938325,0.028806805938270015
Prevalence,Sri Lanka,Male,Age-standardized,Depressive disorders,Percent,1990,0.03051602089951398,0.03495930704476246,0.026685965371732647
Prevalence,Sri Lanka,Female,Age-standardized,Depressive disorders,Percent,1990,0.0387802674444272,0.04475664506191937,0.03361745501038905
Prevalence,Nigeria,Male,Age-standardized,Depressive disorders,Percent,1990,0.03392116692027774,0.037679985894748295,0.030322353988684683
Prevalence,Nigeria,Female,Age-standardized,Depressive disorders,Percent,1990,0.052557526753312586,0.05877612387442655,0.04703607279458963
Prevalence,Puerto Rico,Male,Age-standardized,Depressive disorders,Percent,1991,0.02729812036953632,0.03127205491226457,0.023724892291633215
Prevalence,Puerto Rico,Female,Age-standardized,Depressive disorders,Percent,1991,0.03472163074547855,0.039786646119631494,0.030237747214515484
Prevalence,Lesotho,Male,Age-standardized,Depressive disorders,Percent,1991,0.03896870155122741,0.04458502605443692,0.033739444612788355
Prevalence,Lesotho,Female,Age-standardized,Depressive disorders,Percent,1991,0.06756574649319998,0.07771303018466218,0.058556412199885895
Prevalence,Taiwan (Province of China),Male,Age-standardized,Depressive disorders,Percent,1991,0.02026988512420188,0.024101180337653377,0.01718850641962447
Prevalence,Taiwan (Province of China),Female,Age-standardized,Depressive disorders,Percent,1991,0.032386684733795655,0.03816841564023179,0.027971393622585404
Prevalence,Congo,Male,Age-standardized,Depressive disorders,Percent,1990,0.05212052927628247,0.059893091162628184,0.0451142311052693
Prevalence,Congo,Female,Age-standardized,Depressive disorders,Percent,1990,0.06754069124735113,0.07800113385232475,0.05804314490487639
Prevalence,Chad,Male,Age-standardized,Depressive disorders,Percent,1990,0.03925526887464694,0.04521180533285516,0.03428955840199213
Prevalence,Chad,Female,Age-standardized,Depressive disorders,Percent,1990,0.06095573706136131,0.06979035534536854,0.05333092052544908
Prevalence,Tajikistan,Male,Age-standardized,Depressive disorders,Percent,1990,0.022698094213450024,0.026597310066071248,0.019711204510302182
Prevalence,Tajikistan,Female,Age-standardized,Depressive disorders,Percent,1990,0.03865649795828036,0.04446881966256099,0.033581810805407133
Prevalence,Algeria,Male,Age-standardized,Depressive disorders,Percent,1991,0.03556355589285589,0.04094094969295823,0.030995151303562205
Prevalence,Algeria,Female,Age-standardized,Depressive disorders,Percent,1991,0.053125925881298726,0.06134971053504648,0.04600401174484248
Prevalence,Switzerland,Male,Age-standardized,Depressive disorders,Percent,1990,0.03831293995514366,0.043672078302875665,0.03358244889054892
Prevalence,Switzerland,Female,Age-standardized,Depressive disorders,Percent,1990,0.0575311653720414,0.06558408622197384,0.050669252949724464
Prevalence,Russian Federation,Male,Age-standardized,Depressive disorders,Percent,1991,0.030151969628965075,0.03366945844838178,0.026883195553748178
Prevalence,Russian Federation,Female,Age-standardized,Depressive disorders,Percent,1991,0.03822470080816828,0.042992651852497885,0.03419326740433654
Prevalence,Barbados,Male,Age-standardized,Depressive disorders,Percent,1991,0.02444014069852888,0.028347510439247367,0.02126934578262017
Prevalence,Barbados,Female,Age-standardized,Depressive disorders,Percent,1991,0.03972039726811476,0.04616764389760362,0.034301586221245656
Prevalence,Bahamas,Male,Age-standardized,Depressive disorders,Percent,1991,0.023218817229682723,0.026925163600084,0.020221416501711883
Prevalence,Bahamas,Female,Age-standardized,Depressive disorders,Percent,1991,0.03985123296348932,0.04656943630310946,0.034460948243698386
Prevalence,Thailand,Male,Age-standardized,Depressive disorders,Percent,1991,0.024355587197830052,0.028402901298365053,0.021049882123226806
Prevalence,Thailand,Female,Age-standardized,Depressive disorders,Percent,1991,0.033891922429087486,0.039688451914861964,0.029208303545196115
Prevalence,Cabo Verde,Male,Age-standardized,Depressive disorders,Percent,1990,0.041076420013458174,0.047217365000015235,0.03576407175951479
Prevalence,Cabo Verde,Female,Age-standardized,Depressive disorders,Percent,1990,0.05132562679907585,0.05882944368112968,0.04428792725923653
Prevalence,Palestine,Male,Age-standardized,Depressive disorders,Percent,1990,0.060464148306795036,0.07043561300409673,0.05262767092883242
Prevalence,Palestine,Female,Age-standardized,Depressive disorders,Percent,1990,0.0700377017870087,0.08060671808525371,0.05988379997482255
Prevalence,Uzbekistan,Male,Age-standardized,Depressive disorders,Percent,1991,0.02609268722127355,0.03034282916345471,0.02293351525736608
Prevalence,Uzbekistan,Female,Age-standardized,Depressive disorders,Percent,1991,0.04147192427855133,0.04762973436872884,0.03637174257673041
Prevalence,El Salvador,Male,Age-standardized,Depressive disorders,Percent,1990,0.02808592299414973,0.03213935703974712,0.02450886080954566
Prevalence,El Salvador,Female,Age-standardized,Depressive disorders,Percent,1990,0.046931157279604986,0.054369664431941155,0.04097144988060555
Prevalence,Ireland,Male,Age-standardized,Depressive disorders,Percent,1991,0.036580269402620685,0.04223509520845515,0.03189609838808852
Prevalence,Ireland,Female,Age-standardized,Depressive disorders,Percent,1991,0.051617692378537396,0.05876624764714149,0.04577383441800019
Prevalence,Guatemala,Male,Age-standardized,Depressive disorders,Percent,1991,0.02959793448825842,0.034038071849162944,0.025787450021505575
Prevalence,Guatemala,Female,Age-standardized,Depressive disorders,Percent,1991,0.047533595677414456,0.05486951129254196,0.041284199443375386
Prevalence,Puerto Rico,Male,Age-standardized,Depressive disorders,Percent,1990,0.027290620609329203,0.03131973813458425,0.02368230417280357
Prevalence,Puerto Rico,Female,Age-standardized,Depressive disorders,Percent,1990,0.03481998904543533,0.039889321600862795,0.0301221187194016
Prevalence,Saint Kitts and Nevis,Male,Age-standardized,Depressive disorders,Percent,1991,0.030708964150754473,0.03652462042998642,0.025828138469763555
Prevalence,Saint Kitts and Nevis,Female,Age-standardized,Depressive disorders,Percent,1991,0.051081627477102015,0.06066599779165497,0.042837445395858674
Prevalence,Morocco,Male,Age-standardized,Depressive disorders,Percent,1990,0.043065225360707476,0.04969452355292228,0.03701488677342555
Prevalence,Morocco,Female,Age-standardized,Depressive disorders,Percent,1990,0.06359489660410049,0.07325191227963132,0.0553513442779676
Prevalence,Bahrain,Male,Age-standardized,Depressive disorders,Percent,1991,0.04524127176884104,0.052232436468103424,0.03941213288777114
Prevalence,Bahrain,Female,Age-standardized,Depressive disorders,Percent,1991,0.06252314292912285,0.07162810541119309,0.05472460002089471
Prevalence,Israel,Male,Age-standardized,Depressive disorders,Percent,1991,0.03643354341597947,0.041519895091859875,0.032202041512937346
